time,acc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,force,NaN,NaN,NaN,NaN,NaN
653.165,8299,10551,4817,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
656.331,8204,10551,4817,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
656.998,8204,10551,4817,11960,11960,11960,11960,11960,-1,672,4080,-1,-1,-1,-1
657.611,8204,10551,4817,11960,11960,11960,11960,11960,-1,672,4080,-1,-1,-1,-1
676.548,8204,10623,5103,11960,11960,11960,11960,11960,-1,672,4080,-1,-1,-1,-1
676.864,8204,10623,5103,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
677.138,8204,10623,5103,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
678.097,8204,10623,5103,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
678.337,8204,10623,5103,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
680.096,8204,10623,5103,11960,11960,11960,11960,11960,-1,688,4064,-1,-1,-1,-1
681.694,8253,10623,5103,11960,11960,11960,11960,11960,-1,688,4064,-1,-1,-1,-1
682.246,8253,10623,5103,11960,11960,11960,11960,11960,-1,672,4064,-1,-1,-1,-1
682.857,8253,10623,5103,11960,11960,11960,11960,11960,-1,672,4048,-1,-1,-1,-1
703.220,8253,10599,5089,11960,11960,11960,11960,11960,-1,672,4048,-1,-1,-1,-1
703.790,8253,10599,5089,11960,11960,11960,11960,11960,-1,640,4048,-1,-1,-1,-1
704.358,8253,10599,5089,11960,11960,11960,11960,11960,-1,640,4048,-1,-1,-1,-1
706.954,8253,10599,5089,11960,11960,11960,11960,11960,-1,640,4048,-1,-1,-1,-1
707.521,8253,10599,5089,11960,11960,11960,11960,11960,-1,624,4048,-1,-1,-1,-1
708.138,8253,10599,5089,11960,11960,11960,11960,11960,-1,624,4064,-1,-1,-1,-1
726.749,8289,10599,5089,11960,11960,11960,11960,11960,-1,624,4064,-1,-1,-1,-1
727.318,8289,10599,5089,11960,11960,11960,11960,11960,-1,608,4064,-1,-1,-1,-1
728.117,8289,10599,5089,11960,11960,11960,11960,11960,-1,608,4048,-1,-1,-1,-1
729.131,8289,10619,5017,11960,11960,11960,11960,11960,-1,608,4048,-1,-1,-1,-1
729.439,8289,10619,5017,11960,11960,11960,11960,11960,-1,592,4048,-1,-1,-1,-1
729.997,8289,10619,5017,11960,11960,11960,11960,11960,-1,592,4048,-1,-1,-1,-1
733.054,8289,10619,5017,11960,11960,11960,11960,11960,-1,592,4048,-1,-1,-1,-1
733.609,8289,10619,5017,11960,11960,11960,11960,11960,-1,608,4048,-1,-1,-1,-1
734.201,8289,10619,5017,11960,11960,11960,11960,11960,-1,608,4032,-1,-1,-1,-1
756.864,8334,10619,5017,11960,11960,11960,11960,11960,-1,608,4032,-1,-1,-1,-1
757.525,8334,10619,5017,11960,11960,11960,11960,11960,-1,592,4032,-1,-1,-1,-1
758.144,8334,10619,5017,11960,11960,11960,11960,11960,-1,592,4032,-1,-1,-1,-1
759.502,8334,10627,4996,11960,11960,11960,11960,11960,-1,592,4032,-1,-1,-1,-1
760.300,8334,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
760.625,8334,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
761.176,8334,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
761.410,8334,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
761.713,8334,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
780.928,8269,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
781.462,8269,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
782.056,8269,10627,4996,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
782.933,8269,10572,5003,11960,11960,11960,11960,11960,-1,624,4032,-1,-1,-1,-1
783.202,8269,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
783.471,8269,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
802.647,8269,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
803.376,8269,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
803.993,8269,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
806.610,8272,10572,5003,11960,11960,11960,11960,11960,-1,640,4032,-1,-1,-1,-1
807.180,8272,10572,5003,11960,11960,11960,11960,11960,-1,592,4032,-1,-1,-1,-1
807.744,8272,10572,5003,11960,11960,11960,11960,11960,-1,592,4016,-1,-1,-1,-1
827.161,8272,10563,5004,11960,11960,11960,11960,11960,-1,592,4016,-1,-1,-1,-1
827.839,8272,10563,5004,11960,11960,11960,11960,11960,-1,544,4016,-1,-1,-1,-1
828.504,8272,10563,5004,11960,11960,11960,11960,11960,-1,544,4032,-1,-1,-1,-1
830.291,8272,10563,5004,11960,11960,11960,11960,11960,-1,544,4032,-1,-1,-1,-1
830.660,8272,10563,5004,11960,11960,11960,11960,11960,-1,512,4032,-1,-1,-1,-1
831.179,8272,10563,5004,11960,11960,11960,11960,11960,-1,512,4016,-1,-1,-1,-1
831.762,8239,10563,5004,11960,11960,11960,11960,11960,-1,512,4016,-1,-1,-1,-1
831.993,8239,10563,5004,11960,11960,11960,11960,11960,-1,496,4016,-1,-1,-1,-1
832.243,8239,10563,5004,11960,11960,11960,11960,11960,-1,496,4032,-1,-1,-1,-1
853.179,8239,10590,5015,11960,11960,11960,11960,11960,-1,496,4032,-1,-1,-1,-1
853.972,8239,10590,5015,11960,11960,11960,11960,11960,-1,480,4032,-1,-1,-1,-1
854.608,8239,10590,5015,11960,11960,11960,11960,11960,-1,480,4016,-1,-1,-1,-1
857.027,8239,10590,5015,11960,11960,11960,11960,11960,-1,480,4016,-1,-1,-1,-1
857.284,8239,10590,5015,11960,11960,11960,11960,11960,-1,512,4016,-1,-1,-1,-1
857.590,8239,10590,5015,11960,11960,11960,11960,11960,-1,512,4032,-1,-1,-1,-1
878.865,8282,10590,5015,11960,11960,11960,11960,11960,-1,512,4032,-1,-1,-1,-1
879.684,8282,10590,5015,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
880.444,8282,10590,5015,11960,11960,11960,11960,11960,-1,528,4016,-1,-1,-1,-1
881.981,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4016,-1,-1,-1,-1
882.501,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4016,-1,-1,-1,-1
883.310,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
884.161,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
884.428,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
884.774,8282,10554,5045,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
901.568,8169,10554,5045,11960,11960,11960,11960,11960,-1,528,4032,-1,-1,-1,-1
901.860,8169,10554,5045,11960,11960,11960,11960,11960,-1,512,4032,-1,-1,-1,-1
902.130,8169,10554,5045,11960,11960,11960,11960,11960,-1,512,4016,-1,-1,-1,-1
904.136,8169,10579,5020,11960,11960,11960,11960,11960,-1,512,4016,-1,-1,-1,-1
904.689,8169,10579,5020,11960,11960,11960,11960,11960,-1,496,4016,-1,-1,-1,-1
